title,slug,link
Straight Outta Compton (2015),straight-outta-compton,https://letterboxd.com/film/straight-outta-compton/
Spotlight (2015),spotlight,https://letterboxd.com/film/spotlight/
Bridge of Spies (2015),bridge-of-spies,https://letterboxd.com/film/bridge-of-spies/
The Big Short (2015),the-big-short,https://letterboxd.com/film/the-big-short/
Burnt (2015),burnt,https://letterboxd.com/film/burnt/
Sicario (2015),sicario-2015,https://letterboxd.com/film/sicario-2015/
The Lobster (2015),the-lobster,https://letterboxd.com/film/the-lobster/
Chappie (2015),chappie,https://letterboxd.com/film/chappie/
The Intern (2015),the-intern-2015,https://letterboxd.com/film/the-intern-2015/
Focus (2015),focus-2015,https://letterboxd.com/film/focus-2015/
The Martian (2015),the-martian,https://letterboxd.com/film/the-martian/
Demolition (2015),demolition,https://letterboxd.com/film/demolition/
Ex Machina (2015),ex-machina-2015,https://letterboxd.com/film/ex-machina-2015/
Brooklyn (2015),brooklyn,https://letterboxd.com/film/brooklyn/
Southpaw (2015),southpaw-2015,https://letterboxd.com/film/southpaw-2015/
The Revenant (2015),the-revenant-2015,https://letterboxd.com/film/the-revenant-2015/
Under the Shadow (2016),under-the-shadow,https://letterboxd.com/film/under-the-shadow/
Manchester by the Sea (2016),manchester-by-the-sea,https://letterboxd.com/film/manchester-by-the-sea/
The Jungle Book (2016),the-jungle-book-2016,https://letterboxd.com/film/the-jungle-book-2016/
"I, Daniel Blake (2016)",i-daniel-blake,https://letterboxd.com/film/i-daniel-blake/
The Handmaiden (2016),the-handmaiden,https://letterboxd.com/film/the-handmaiden/
Toni Erdmann (2016),toni-erdmann,https://letterboxd.com/film/toni-erdmann/
Hell or High Water (2016),hell-or-high-water,https://letterboxd.com/film/hell-or-high-water/
La La Land (2016),la-la-land,https://letterboxd.com/film/la-la-land/
Arrival (2016),arrival-2016,https://letterboxd.com/film/arrival-2016/
Moonlight (2016),moonlight-2016,https://letterboxd.com/film/moonlight-2016/
Dawson City: Frozen Time (2016),dawson-city-frozen-time,https://letterboxd.com/film/dawson-city-frozen-time/
Jackie (2016),jackie-2016,https://letterboxd.com/film/jackie-2016/
Lady Macbeth (2016),lady-macbeth,https://letterboxd.com/film/lady-macbeth/
Sully (2016),sully,https://letterboxd.com/film/sully/
The Founder (2016),the-founder,https://letterboxd.com/film/the-founder/
Perfect Strangers (2016),perfect-strangers-2016,https://letterboxd.com/film/perfect-strangers-2016/
Hacksaw Ridge (2016),hacksaw-ridge,https://letterboxd.com/film/hacksaw-ridge/
The Nice Guys (2016),the-nice-guys,https://letterboxd.com/film/the-nice-guys/
13th (2016),13th,https://letterboxd.com/film/13th/
Call Me by Your Name (2017),call-me-by-your-name,https://letterboxd.com/film/call-me-by-your-name/
Get Out (2017),get-out-2017,https://letterboxd.com/film/get-out-2017/
The Shape of Water (2017),the-shape-of-water,https://letterboxd.com/film/the-shape-of-water/
Lady Bird (2017),lady-bird,https://letterboxd.com/film/lady-bird/
"Three Billboards Outside Ebbing, Missouri (2017)",three-billboards-outside-ebbing-missouri,https://letterboxd.com/film/three-billboards-outside-ebbing-missouri/
mother! (2017),mother-2017,https://letterboxd.com/film/mother-2017/
Blade Runner 2049 (2017),blade-runner-2049,https://letterboxd.com/film/blade-runner-2049/
The Greatest Showman (2017),the-greatest-showman,https://letterboxd.com/film/the-greatest-showman/
Phantom Thread (2017),phantom-thread,https://letterboxd.com/film/phantom-thread/
Dunkirk (2017),dunkirk-2017,https://letterboxd.com/film/dunkirk-2017/
Baby Driver (2017),baby-driver,https://letterboxd.com/film/baby-driver/
The Disaster Artist (2017),the-disaster-artist,https://letterboxd.com/film/the-disaster-artist/
"I, Tonya (2017)",i-tonya,https://letterboxd.com/film/i-tonya/
Logan (2017),logan-2017,https://letterboxd.com/film/logan-2017/
Loving Vincent (2017),loving-vincent,https://letterboxd.com/film/loving-vincent/
Darkest Hour (2017),darkest-hour,https://letterboxd.com/film/darkest-hour/
Coco (2017),coco-2017,https://letterboxd.com/film/coco-2017/
Good Time (2017),good-time,https://letterboxd.com/film/good-time/
Cyborgs (2017),cyborgs,https://letterboxd.com/film/cyborgs/
Paddington 2 (2017),paddington-2,https://letterboxd.com/film/paddington-2/
Murder on the Orient Express (2017),murder-on-the-orient-express-2017,https://letterboxd.com/film/murder-on-the-orient-express-2017/
Sorry to Bother You (2018),sorry-to-bother-you,https://letterboxd.com/film/sorry-to-bother-you/
Hereditary (2018),hereditary,https://letterboxd.com/film/hereditary/
Black Panther (2018),black-panther,https://letterboxd.com/film/black-panther/
Avengers: Infinity War (2018),avengers-infinity-war,https://letterboxd.com/film/avengers-infinity-war/
BlacKkKlansman (2018),blackkklansman,https://letterboxd.com/film/blackkklansman/
Capernaum (2018),capernaum,https://letterboxd.com/film/capernaum/
Crazy Rich Asians (2018),crazy-rich-asians,https://letterboxd.com/film/crazy-rich-asians/
Roma (2018),roma-2018,https://letterboxd.com/film/roma-2018/
The Favourite (2018),the-favourite,https://letterboxd.com/film/the-favourite/
Under the Silver Lake (2018),under-the-silver-lake,https://letterboxd.com/film/under-the-silver-lake/
A Star Is Born (2018),a-star-is-born-2018,https://letterboxd.com/film/a-star-is-born-2018/
Vice (2018),vice-2018,https://letterboxd.com/film/vice-2018/
Tag (2018),tag-2018,https://letterboxd.com/film/tag-2018/
The Man Who Killed Don Quixote (2018),the-man-who-killed-don-quixote,https://letterboxd.com/film/the-man-who-killed-don-quixote/
The Ballad of Buster Scruggs (2018),the-ballad-of-buster-scruggs,https://letterboxd.com/film/the-ballad-of-buster-scruggs/
A Quiet Place (2018),a-quiet-place-2018,https://letterboxd.com/film/a-quiet-place-2018/
Isle of Dogs (2018),isle-of-dogs-2018,https://letterboxd.com/film/isle-of-dogs-2018/
Spider-Man: Into the Spider-Verse (2018),spider-man-into-the-spider-verse,https://letterboxd.com/film/spider-man-into-the-spider-verse/
The Farewell (2019),the-farewell-2019,https://letterboxd.com/film/the-farewell-2019/
Monos (2019),monos,https://letterboxd.com/film/monos/
The Vast of Night (2019),the-vast-of-night,https://letterboxd.com/film/the-vast-of-night/
Booksmart (2019),booksmart,https://letterboxd.com/film/booksmart/
For Sama (2019),for-sama,https://letterboxd.com/film/for-sama/
Avengers: Endgame (2019),avengers-endgame,https://letterboxd.com/film/avengers-endgame/
The Lighthouse (2019),the-lighthouse-2019,https://letterboxd.com/film/the-lighthouse-2019/
Portrait of a Lady on Fire (2019),portrait-of-a-lady-on-fire,https://letterboxd.com/film/portrait-of-a-lady-on-fire/
Once Upon a Time... in Hollywood (2019),once-upon-a-time-in-hollywood,https://letterboxd.com/film/once-upon-a-time-in-hollywood/
Parasite (2019),parasite-2019,https://letterboxd.com/film/parasite-2019/
Toy Story 4 (2019),toy-story-4,https://letterboxd.com/film/toy-story-4/
The Assistant (2019),the-assistant-2019,https://letterboxd.com/film/the-assistant-2019/
Joker (2019),joker-2019,https://letterboxd.com/film/joker-2019/
Rocks (2019),rocks-2019,https://letterboxd.com/film/rocks-2019/
Saint Maud (2019),saint-maud,https://letterboxd.com/film/saint-maud/
My Thoughts Are Silent (2019),my-thoughts-are-silent,https://letterboxd.com/film/my-thoughts-are-silent/
1917 (2019),1917,https://letterboxd.com/film/1917/
Uncut Gems (2019),uncut-gems,https://letterboxd.com/film/uncut-gems/
Yesterday (2019),yesterday-2019,https://letterboxd.com/film/yesterday-2019/
Knives Out (2019),knives-out-2019,https://letterboxd.com/film/knives-out-2019/
Richard Jewell (2019),richard-jewell,https://letterboxd.com/film/richard-jewell/
Klaus (2019),klaus,https://letterboxd.com/film/klaus/
The Gentlemen (2019),the-gentlemen,https://letterboxd.com/film/the-gentlemen/
Ford v Ferrari (2019),ford-v-ferrari,https://letterboxd.com/film/ford-v-ferrari/
Atlantis (2019),atlantis-2019,https://letterboxd.com/film/atlantis-2019/
Homeward (2019),homeward-2019,https://letterboxd.com/film/homeward-2019/
Little Women (2019),little-women-2019,https://letterboxd.com/film/little-women-2019/
Never Rarely Sometimes Always (2020),never-rarely-sometimes-always,https://letterboxd.com/film/never-rarely-sometimes-always/
Tenet (2020),tenet,https://letterboxd.com/film/tenet/
Nomadland (2020),nomadland,https://letterboxd.com/film/nomadland/
Lovers Rock (2020),lovers-rock-2020,https://letterboxd.com/film/lovers-rock-2020/
Soul (2020),soul-2020,https://letterboxd.com/film/soul-2020/
Another Round (2020),another-round,https://letterboxd.com/film/another-round/
The Father (2020),the-father-2020,https://letterboxd.com/film/the-father-2020/
The Earth Is Blue as an Orange (2020),the-earth-is-blue-as-an-orange,https://letterboxd.com/film/the-earth-is-blue-as-an-orange/
Ma Rainey's Black Bottom (2020),ma-raineys-black-bottom,https://letterboxd.com/film/ma-raineys-black-bottom/
Dune (2021),dune-2021,https://letterboxd.com/film/dune-2021/
Don't Look Up (2021),dont-look-up-2021,https://letterboxd.com/film/dont-look-up-2021/
Drive My Car (2021),drive-my-car,https://letterboxd.com/film/drive-my-car/
King Richard (2021),king-richard,https://letterboxd.com/film/king-richard/
Belfast (2021),belfast,https://letterboxd.com/film/belfast/
“Slovo” House. Unfinished Novel (2021),slovo-house-unfinished-novel,https://letterboxd.com/film/slovo-house-unfinished-novel/
Stop-Zemlia (2021),stop-zemlia,https://letterboxd.com/film/stop-zemlia/
"tick, tick... BOOM! (2021)",tick-tick-boom-2021,https://letterboxd.com/film/tick-tick-boom-2021/
The Banshees of Inisherin (2022),the-banshees-of-inisherin,https://letterboxd.com/film/the-banshees-of-inisherin/
The Whale (2022),the-whale-2022,https://letterboxd.com/film/the-whale-2022/
Triangle of Sadness (2022),triangle-of-sadness,https://letterboxd.com/film/triangle-of-sadness/
Hundreds of Beavers (2022),hundreds-of-beavers,https://letterboxd.com/film/hundreds-of-beavers/
Top Gun: Maverick (2022),top-gun-maverick,https://letterboxd.com/film/top-gun-maverick/
Babylon (2022),babylon-2022,https://letterboxd.com/film/babylon-2022/
The Fabelmans (2022),the-fabelmans,https://letterboxd.com/film/the-fabelmans/
Everything Everywhere All at Once (2022),everything-everywhere-all-at-once,https://letterboxd.com/film/everything-everywhere-all-at-once/
The First Slam Dunk (2022),the-first-slam-dunk,https://letterboxd.com/film/the-first-slam-dunk/
A Man Called Otto (2022),a-man-called-otto,https://letterboxd.com/film/a-man-called-otto/
The Bad Guys (2022),the-bad-guys-2022,https://letterboxd.com/film/the-bad-guys-2022/
Pamfir (2022),pamfir,https://letterboxd.com/film/pamfir/
Hustle (2022),hustle-2022,https://letterboxd.com/film/hustle-2022/
All Quiet on the Western Front (2022),all-quiet-on-the-western-front-2022,https://letterboxd.com/film/all-quiet-on-the-western-front-2022/
Butterfly Vision (2022),butterfly-vision,https://letterboxd.com/film/butterfly-vision/
The Batman (2022),the-batman,https://letterboxd.com/film/the-batman/
Anatomy of a Fall (2023),anatomy-of-a-fall,https://letterboxd.com/film/anatomy-of-a-fall/
The Super Mario Bros. Movie (2023),the-super-mario-bros-movie,https://letterboxd.com/film/the-super-mario-bros-movie/
The Zone of Interest (2023),the-zone-of-interest,https://letterboxd.com/film/the-zone-of-interest/
Maestro (2023),maestro-2023,https://letterboxd.com/film/maestro-2023/
The Iron Claw (2023),the-iron-claw-2023,https://letterboxd.com/film/the-iron-claw-2023/
20 Days in Mariupol (2023),20-days-in-mariupol,https://letterboxd.com/film/20-days-in-mariupol/
The Holdovers (2023),the-holdovers,https://letterboxd.com/film/the-holdovers/
John Wick: Chapter 4 (2023),john-wick-chapter-4,https://letterboxd.com/film/john-wick-chapter-4/
Killers of the Flower Moon (2023),killers-of-the-flower-moon,https://letterboxd.com/film/killers-of-the-flower-moon/
Gran Turismo (2023),gran-turismo,https://letterboxd.com/film/gran-turismo/
Past Lives (2023),past-lives,https://letterboxd.com/film/past-lives/
Air (2023),air-2023,https://letterboxd.com/film/air-2023/
Dovbush (2023),dovbush,https://letterboxd.com/film/dovbush/
Spider-Man: Across the Spider-Verse (2023),spider-man-across-the-spider-verse,https://letterboxd.com/film/spider-man-across-the-spider-verse/
Perfect Days (2023),perfect-days-2023,https://letterboxd.com/film/perfect-days-2023/
Poor Things (2023),poor-things-2023,https://letterboxd.com/film/poor-things-2023/
Oppenheimer (2023),oppenheimer-2023,https://letterboxd.com/film/oppenheimer-2023/
Longlegs (2024),longlegs,https://letterboxd.com/film/longlegs/
Flow (2024),flow-2024,https://letterboxd.com/film/flow-2024/
Heretic (2024),heretic-2024,https://letterboxd.com/film/heretic-2024/
Juror #2 (2024),juror-2,https://letterboxd.com/film/juror-2/
A Different Man (2024),a-different-man,https://letterboxd.com/film/a-different-man/
The Apprentice (2024),the-apprentice-2024,https://letterboxd.com/film/the-apprentice-2024/
Nickel Boys (2024),nickel-boys,https://letterboxd.com/film/nickel-boys/
Memoir of a Snail (2024),memoir-of-a-snail,https://letterboxd.com/film/memoir-of-a-snail/
September 5 (2024),september-5,https://letterboxd.com/film/september-5/
I'm Still Here (2024),im-still-here-2024,https://letterboxd.com/film/im-still-here-2024/
The Wild Robot (2024),the-wild-robot,https://letterboxd.com/film/the-wild-robot/
Saturday Night (2024),saturday-night-2024,https://letterboxd.com/film/saturday-night-2024/
A Real Pain (2024),a-real-pain,https://letterboxd.com/film/a-real-pain/
Civil War (2024),civil-war-2024,https://letterboxd.com/film/civil-war-2024/
Yaremchuk: Matchless World of Beauty (2024),yaremchuk-matchless-world-of-beauty,https://letterboxd.com/film/yaremchuk-matchless-world-of-beauty/
A Complete Unknown (2024),a-complete-unknown,https://letterboxd.com/film/a-complete-unknown/
Conclave (2024),conclave,https://letterboxd.com/film/conclave/
Challengers (2024),challengers,https://letterboxd.com/film/challengers/
The Substance (2024),the-substance,https://letterboxd.com/film/the-substance/
The Brutalist (2024),the-brutalist,https://letterboxd.com/film/the-brutalist/
We Live in Time (2024),we-live-in-time,https://letterboxd.com/film/we-live-in-time/
Dune: Part Two (2024),dune-part-two,https://letterboxd.com/film/dune-part-two/
Under the Volcano (2024),under-the-volcano-2024,https://letterboxd.com/film/under-the-volcano-2024/
Mickey 17 (2025),mickey-17,https://letterboxd.com/film/mickey-17/
F1 (2025),f1,https://letterboxd.com/film/f1/
Sinners (2025),sinners-2025,https://letterboxd.com/film/sinners-2025/
2000 Meters to Andriivka (2025),2000-meters-to-andriivka,https://letterboxd.com/film/2000-meters-to-andriivka/
Weapons (2025),weapons-2025,https://letterboxd.com/film/weapons-2025/
One Battle After Another (2025),one-battle-after-another,https://letterboxd.com/film/one-battle-after-another/
U Are the Universe (2024),u-are-the-universe,https://letterboxd.com/film/u-are-the-universe/
Marty Supreme (2025),marty-supreme,https://letterboxd.com/film/marty-supreme/
Project Hail Mary (2026),project-hail-mary,https://letterboxd.com/film/project-hail-mary/
